09-19-25 17:57  PyFrac.general                           INFO      Log file set up
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 241
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.0029373589961117193 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.00021794742311490465 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 241
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.0031727422130758166 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.00023538321696409733 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 277
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.0034269560873970415 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.00025421387432122494 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 293
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.003701507071663965 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.00027455098426692315 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 293
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.003998022134672242 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.000296515063008277 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 325
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.004318258402721181 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0003202362680489396 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 349
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.004664113572214037 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0003458551694928551 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 373
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.00503763715526632 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.00037352358305228284 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 401
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.005441042624962785 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.000403405469696465 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 421
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.005876720532234968 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.00043567790727218315 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 437
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.006347252672088925 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0004705321398539564 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 489
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.006855427383131199 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0005081747110422742 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 509
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.007404256071056854 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0005488286879256546 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 553
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.00799699105401656 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0005927349829597073 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 593
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.008637144835613045 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0006401537815964841 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 629
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.009328510919737248 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0006913660841242034 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 673
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.010075186290591388 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.00074667537085414 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 725
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.01088159569111386 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0008064094005224714 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 761
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.011752517843678128 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0008709221525642686 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 821
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.012693113768447537 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0009405959247694086 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 877
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.013708957367198498 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0010158435987509607 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 949
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.014806068453849538 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.00109711108665104 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
09-19-25 17:57  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solved...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
09-19-25 17:57  PyFrac.controller.run                    INFO      Time step successful!
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Element in the crack: 997
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Nx: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     Ny: 41
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hx: 0.015
09-19-25 17:57  PyFrac.controller.run                    DEBUG     hy: 0.015
09-19-25 17:57  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.01599094842743266 ...
09-19-25 17:57  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0011848799735831215 sec...
09-19-25 17:57  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
